ID,Elevation,Slope,Ruggedness_Index,Forest_Age_Structure,Dis_Power_Lines,Dis_Log_Power_Lines,Dis_All_Roads,Dis_Log_All_Roads,Dis_All_Big_Roads,Dis_All_Log_Big_Roads,Dis_To_Mine,Dis_To_Log_Mine,Dis_Small_Roads,Dis_Log_Small_Roads,Broad_Leaved_Forest,Coniferous_Forest,Clear_Cut_Forest,Young_Forest,Mire,Lake,Flat_Areas,NE_Slop,SE_Slop,SW_Slop,NW_Slop,Pellet_Found_2009,Pellet_Found_2010
2,389,1.742046,2.16E-05,62,3606,8.190631681,111,4.718498871,1543,7.342131731,921,6.826545224,111,4.718498871,0,1,0,0,0,0,0,1,0,0,0,1,1
3,389,1.811248,5.93E-06,53,3535,8.170751424,206,5.332718793,1498,7.312553498,824,6.715383386,206,5.332718793,0,1,0,0,0,0,0,0,0,0,1,0,0
4,389,1.866953,1.32E-05,62,3464,8.150467912,250,5.525452939,1453,7.282073658,728,6.591673732,250,5.525452939,0,0,0,1,0,0,0,1,0,0,0,0,0
5,389,1.910344,7.52E-06,46,3394,8.13005904,212,5.361292166,1411,7.252762418,632,6.450470422,212,5.361292166,0,0,0,1,0,0,0,1,0,0,0,0,0
6,388,1.718358,5.72E-06,37,3326,8.109826276,141,4.955827058,1375,7.226936018,538,6.289715571,141,4.955827058,0,0,0,1,0,0,1,0,0,0,0,0,0
7,388,2.190075,7.63E-05,37,3259,8.089482474,70,4.262679877,1341,7.201916318,447,6.104793232,70,4.262679877,0,0,0,1,0,0,0,1,0,0,0,0,0
9,384,4.029545,0.000216484,32,3131,8.049427057,0,0,1252,7.133295955,282,5.645446898,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
10,377,5.438008,0.000246578,37,3070,8.02975852,50,3.931825633,1208,7.097548851,223,5.411646052,50,3.931825633,0,0,0,1,0,0,0,1,0,0,0,0,0
11,376,4.433861,7.93E-05,27,3005,8.00836557,100,4.615120517,1170,7.065613364,200,5.303304908,100,4.615120517,0,0,0,1,0,0,0,0,0,0,1,0,0
12,376,3.43363,4.19E-05,17,2934,7.984462732,100,4.615120517,1140,7.03966035,223,5.411646052,100,4.615120517,0,0,0,1,0,0,1,0,0,0,0,0,0
13,376,3.089118,9.72E-05,17,2864,7.960323629,50,3.931825633,1118,7.020190708,282,5.645446898,50,3.931825633,0,0,0,1,0,0,0,0,0,0,1,0,0
14,378,3.199601,0.000386238,17,2793,7.93522954,50,3.931825633,1092,6.996681488,360,5.888877958,50,3.931825633,0,0,0,1,0,0,0,1,0,0,0,0,1
15,374,4.887652,0.00017092,17,2724,7.910223707,0,0,1068,6.974478911,447,6.104793232,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1
17,372,5.994093,0.0001457,13,2592,7.860570786,0,0,989,6.897704943,632,6.450470422,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
18,370,5.515724,0.000202815,12,2530,7.836369761,50,3.931825633,919,6.82437367,728,6.591673732,50,3.931825633,0,0,1,0,0,0,0,1,0,0,0,0,0
19,368,3.988871,0.000206524,12,2470,7.812378206,50,3.931825633,848,6.744059186,824,6.715383386,50,3.931825633,0,0,0,1,0,0,0,1,0,0,0,0,0
21,366,1.032802,0.000124931,17,2343,7.759614151,50,3.931825633,721,6.582025139,1019,6.927557906,50,3.931825633,0,0,0,1,0,0,0,1,0,0,0,0,0
22,363,1.032802,5.38E-05,16,2280,7.732369222,100,4.615120517,670,6.508769137,1118,7.020190708,100,4.615120517,0,0,1,0,0,0,0,1,0,0,0,1,0
23,362,2.504071,0.000220087,16,2220,7.705712824,141,4.955827058,626,6.440946541,1216,7.104144093,141,4.955827058,0,0,0,1,0,0,0,1,0,0,0,0,0
24,358,3.463236,0.000203768,8,2205,7.6989362,100,4.615120517,632,6.450470422,1323,7.188412736,100,4.615120517,0,0,0,1,0,0,0,1,0,0,0,0,0
25,355,2.560639,0.000320541,0,2152,7.674617497,100,4.615120517,604,6.405228458,1422,7.260522598,100,4.615120517,0,0,0,0,1,0,0,1,0,0,0,0,1
26,355,2.988215,0.000248167,0,2102,7.651120176,100,4.615120517,559,6.327936784,1520,7.327123292,100,4.615120517,0,0,0,0,1,0,0,1,0,0,0,0,0
27,353,2.437808,0.000188404,0,2057,7.629489916,141,4.955827058,522,6.259581464,1619,7.390181428,141,4.955827058,0,0,0,0,1,0,0,0,0,0,1,0,0
28,354,2.897904,9.01E-05,77,2015,7.608870629,150,5.017279837,502,6.22059017,1718,7.449498005,150,5.017279837,0,1,0,0,0,0,0,1,0,0,0,0,0
29,352,2.263636,6.11E-05,50,1978,7.590346946,158,5.068904202,500,6.216606101,1817,7.505492275,158,5.068904202,0,0,0,0,1,0,0,1,0,0,0,0,0
30,350,1.730243,8.42E-05,0,1944,7.573017256,180,5.198497031,500,6.216606101,1916,7.558516743,180,5.198497031,0,0,0,0,1,0,0,1,0,0,0,0,0
31,350,2.064934,8.84E-05,9,1913,7.556950572,100,4.615120517,509,6.234410726,2015,7.608870629,100,4.615120517,0,0,0,1,0,0,0,0,0,0,1,0,1
33,351,2.536551,6.29E-05,37,1850,7.523481313,50,3.931825633,552,6.315358002,2214,7.703007682,50,3.931825633,0,0,0,1,0,0,0,1,0,0,0,0,0
34,349,1.542363,9.18E-05,5,1820,7.50714108,111,4.718498871,570,6.34738921,2313,7.746732908,111,4.718498871,0,0,0,0,1,0,0,1,0,0,0,0,0
35,349,1.01275,3.59E-05,0,1786,7.488293515,206,5.332718793,604,6.405228458,2412,7.788626066,206,5.332718793,0,0,0,0,1,0,0,0,0,0,1,0,0
36,349,0.8102307,2.35E-05,0,1746,7.46565531,282,5.645446898,632,6.450470422,2512,7.829232538,282,5.645446898,0,0,0,0,1,0,0,1,0,0,0,1,0
37,348,0.5729387,2.21E-05,0,1708,7.443663683,353,5.869296913,667,6.504288174,2611,7.86787149,353,5.869296913,0,0,0,0,1,0,1,0,0,0,0,0,0
38,348,0,0.000104162,0,1676,7.424761762,424,6.052089169,650,6.478509642,2711,7.905441649,424,6.052089169,0,0,0,0,1,0,1,0,0,0,0,0,0
39,349,1.620137,0.000162125,0,1644,7.405495663,500,6.216606101,618,6.428105273,2811,7.941651253,500,6.216606101,0,0,0,0,1,0,0,0,0,1,0,0,0
40,350,2.113945,0.000108613,9,1614,7.387090236,583,6.369900983,602,6.401917197,2910,7.976251944,583,6.369900983,0,0,0,1,0,0,0,0,0,1,0,0,0
41,353,2.084677,6.96E-05,12,1581,7.366445148,570,6.34738921,570,6.34738921,3010,8.010027528,670,6.508769137,0,0,1,0,0,0,0,0,0,1,0,1,0
42,381,2.263636,2.08E-05,55,3959,8.283999304,0,0,1850,7.523481313,1208,7.097548851,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
43,385,2.66249,1.19E-05,55,3889,8.266164437,100,4.615120517,1850,7.523481313,1118,7.020190708,100,4.615120517,0,1,0,0,0,0,0,0,0,1,0,1,0
44,389,2.639336,1.63E-05,55,3819,8.248005702,200,5.303304908,1811,7.502186487,1029,6.937314081,200,5.303304908,0,1,0,0,0,0,0,0,0,1,0,0,0
45,393,2.308417,9.84E-05,60,3750,8.22977775,300,5.707110265,1767,7.477604243,943,6.850126166,300,5.707110265,0,1,0,0,0,0,0,0,0,1,0,0,1
46,395,0.9058504,7.93E-05,62,3683,8.211754397,400,5.993961427,1726,7.454141078,860,6.758094504,400,5.993961427,0,1,0,0,0,0,0,0,0,0,1,0,0
47,396,0.7303412,6.06E-05,62,3617,8.193676666,424,6.052089169,1691,7.43366654,781,6.661854741,424,6.052089169,0,1,0,0,0,0,0,0,0,0,1,1,0
48,395,1.432096,3.05E-05,62,3553,8.175829009,360,5.888877958,1655,7.412160335,707,6.562444094,360,5.888877958,0,1,0,0,0,0,0,1,0,0,0,0,0
49,394,0.7303412,2.36E-05,62,3490,8.157943507,316,5.758901774,1610,7.384610383,640,6.463029457,316,5.758901774,0,0,0,0,1,0,0,1,0,0,0,1,0
50,394,1.032802,1.50E-05,7,3429,8.14031554,269,5.598421959,1565,7.356279877,583,6.369900983,269,5.598421959,0,0,0,0,1,0,0,0,0,0,1,0,0
51,395,0.5729387,3.18E-05,28,3358,8.11939859,223,5.411646052,1523,7.329093736,538,6.289715571,223,5.411646052,0,0,0,1,0,0,1,0,0,0,0,1,0
52,395,1.145763,0.000149621,28,3288,8.098338846,200,5.303304908,1486,7.304515946,509,6.234410726,200,5.303304908,0,0,0,1,0,0,1,0,0,0,0,0,0
53,395,2.988215,0.000144429,40,3217,8.076515328,158,5.068904202,1456,7.284134806,500,6.216606101,158,5.068904202,0,0,0,1,0,0,0,1,0,0,0,0,0
54,393,2.437808,3.16E-05,40,3148,8.054840221,150,5.017279837,1431,7.266827348,509,6.234410726,150,5.017279837,0,0,0,1,0,0,0,1,0,0,0,0,0
55,393,2.536551,7.92E-05,27,3080,8.033009499,180,5.198497031,1408,7.250635512,538,6.289715571,180,5.198497031,0,0,0,0,1,0,0,0,0,0,1,1,0
56,396,4.089788,7.69E-05,13,3015,8.011686729,223,5.411646052,1382,7.232010332,583,6.369900983,223,5.411646052,0,0,0,1,0,0,0,0,0,0,1,0,0
57,400,3.26283,0.000588735,12,2951,7.990238186,254,5.541263545,1343,7.203405521,640,6.463029457,254,5.541263545,0,0,0,1,0,0,0,1,0,0,0,1,0
58,396,2.811949,0.000244776,0,2890,7.969357742,291,5.676753802,1272,7.149131599,707,6.562444094,291,5.676753802,0,0,0,0,1,0,0,1,0,0,0,1,0
59,396,5.09916,0.000141568,13,2830,7.948385285,300,5.707110265,1204,7.094234846,781,6.661854741,300,5.707110265,0,0,0,0,1,0,0,1,0,0,0,1,0
60,394,4.069808,0.000180986,13,2765,7.925157512,316,5.758901774,1140,7.03966035,860,6.758094504,316,5.758901774,0,0,1,0,0,0,0,0,0,0,1,0,0
61,395,5.81248,0.00044526,11,2701,7.901747519,282,5.645446898,1081,6.986566459,943,6.850126166,282,5.645446898,0,0,1,0,0,0,0,1,0,0,0,1,0
62,391,5.990719,0.000116454,18,2640,7.878912912,223,5.411646052,1029,6.937314081,1029,6.937314081,223,5.411646052,0,0,0,1,0,0,0,1,0,0,0,0,0
63,388,6.822149,0.000114653,17,2580,7.8559322,180,5.198497031,984,6.892641641,1118,7.020190708,180,5.198497031,0,0,0,1,0,0,0,1,0,0,0,0,0
64,385,7.654503,7.90E-05,14,2523,7.833600224,150,5.017279837,939,6.845879875,1208,7.097548851,150,5.017279837,0,0,0,1,0,0,0,1,0,0,0,0,0
65,386,6.047817,0.000161595,15,2512,7.829232538,200,5.303304908,948,6.855408799,1320,7.186144305,200,5.303304908,0,0,0,1,0,0,0,1,0,0,0,0,1
66,381,4.99048,4.38E-05,16,2418,7.791109511,150,5.017279837,873,6.773080376,1392,7.239214974,150,5.017279837,0,0,0,1,0,0,0,1,0,0,0,1,0
67,383,4.714065,2.23E-05,16,2415,7.789868559,180,5.198497031,873,6.773080376,1504,7.316548177,180,5.198497031,0,0,0,1,0,0,0,1,0,0,0,0,0
68,381,3.762623,3.31E-05,18,2371,7.77148876,150,5.017279837,838,6.732210706,1597,7.376508126,150,5.017279837,0,0,0,1,0,0,0,1,0,0,0,0,0
69,380,4.887652,0.000143051,104,2330,7.754052639,150,5.017279837,813,6.701960366,1691,7.43366654,150,5.017279837,0,1,0,0,0,0,0,1,0,0,0,0,0
70,370,6.517024,9.64E-05,104,2247,7.717796211,70,4.262679877,751,6.622736324,1772,7.480428306,70,4.262679877,0,1,0,0,0,0,0,1,0,0,0,0,0
71,373,6.176755,6.85E-05,104,2261,7.724004657,100,4.615120517,800,6.685860947,1882,7.540621529,100,4.615120517,0,1,0,0,0,0,0,1,0,0,0,0,0
72,372,6.264419,0.00032319,104,2229,7.709756864,100,4.615120517,800,6.685860947,1978,7.590346946,100,4.615120517,0,1,0,0,0,0,0,1,0,0,0,0,1
73,366,4.069808,0.000221994,104,2198,7.695757991,100,4.615120517,806,6.693323668,2074,7.637716433,100,4.615120517,0,1,0,0,0,0,0,1,0,0,0,0,0
74,363,3.718994,0.000319799,104,2166,7.681099002,100,4.615120517,824,6.715383386,2170,7.68294317,100,4.615120517,0,1,0,0,0,0,0,1,0,0,0,0,0
75,364,3.148096,0.00034523,20,2136,7.667158255,100,4.615120517,851,6.747586527,2267,7.726653665,100,4.615120517,0,0,0,1,0,0,1,0,0,0,0,0,0
76,362,3.713504,0.000352966,20,2102,7.651120176,50,3.931825633,863,6.761572769,2364,7.768533301,50,3.931825633,0,0,0,1,0,0,0,1,0,0,0,0,0
77,359,4.298638,0.000372569,20,2061,7.631431665,0,0,886,6.787844982,2462,7.809135398,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
78,358,3.713504,0.000214577,20,2024,7.61332498,100,4.615120517,919,6.82437367,2559,7.847762537,100,4.615120517,0,0,0,1,0,0,0,1,0,0,0,0,0
79,359,4.069808,0.000138919,20,1992,7.59739632,200,5.303304908,948,6.855408799,2657,7.885329239,200,5.303304908,0,0,0,1,0,0,0,1,0,0,0,0,0
80,355,4.16874,0.000229306,20,1960,7.581209826,291,5.676753802,934,6.840546529,2755,7.921535632,291,5.676753802,0,0,0,1,0,0,0,1,0,0,0,1,0
81,350,1.032802,0.000202285,0,1882,7.540621529,403,6.001414878,863,6.761572769,2844,7.953318347,403,6.001414878,0,0,0,0,1,0,0,1,0,0,0,0,0
82,351,1.632739,0.000179821,0,1897,7.548555979,474,6.163314804,886,6.787844982,2951,7.990238186,474,6.163314804,0,0,0,0,1,0,0,0,0,0,1,0,0
83,350,1.232002,6.86E-05,5,1850,7.523481313,570,6.34738921,854,6.751101469,3050,8.023224685,570,6.34738921,0,0,0,0,1,0,0,1,0,0,0,0,0
84,350,0.2025703,2.79E-05,0,1773,7.480992163,640,6.463029457,824,6.715383386,3148,8.054840221,640,6.463029457,0,0,0,0,1,0,0,1,0,0,0,0,0
87,378,2.560639,2.80E-05,62,4106,8.320448114,50,3.931825633,2124,7.661527081,1280,7.155396302,50,3.931825633,0,1,0,0,0,0,0,0,0,1,0,1,0
88,383,2.897904,1.23E-05,62,4040,8.304247465,111,4.718498871,2081,7.641084249,1204,7.094234846,111,4.718498871,0,1,0,0,0,0,0,0,0,1,0,0,0
89,388,2.897904,6.81E-05,62,3975,8.288031568,180,5.198497031,2042,7.622174595,1131,7.031741259,180,5.198497031,0,1,0,0,0,0,0,0,0,1,0,0,0
90,390,2.639336,3.16E-05,62,3912,8.272059622,250,5.525452939,2008,7.605392365,1063,6.96979067,250,5.525452939,0,1,0,0,0,0,0,0,0,1,0,0,0
91,394,2.308417,7.69E-05,62,3850,8.256088134,320,5.771441123,1967,7.584773078,1000,6.908754779,320,5.771441123,0,1,0,0,0,0,0,0,0,1,0,0,0
92,398,1.358634,0.000193384,62,3783,8.23853693,403,6.001414878,1923,7.562161631,943,6.850126166,403,6.001414878,0,1,0,0,0,0,0,0,0,0,1,0,0
93,398,1.432096,6.20E-05,62,3712,8.219595454,492,6.200509174,1878,7.538494999,894,6.796823718,492,6.200509174,0,1,0,0,0,0,1,0,0,0,0,0,1
94,398,0.7303412,2.57E-05,46,3641,8.20028826,538,6.289715571,1838,7.516977225,854,6.751101469,538,6.289715571,0,0,0,0,1,0,0,1,0,0,0,0,0
95,398,0.4529535,3.74E-05,46,3572,8.181160858,509,6.234410726,1802,7.497207223,824,6.715383386,509,6.234410726,0,0,0,0,1,0,0,0,0,0,1,0,0
96,399,1.181015,3.22E-05,28,3504,8.161945799,474,6.163314804,1772,7.480428306,806,6.693323668,474,6.163314804,0,0,0,1,0,0,0,0,0,0,1,0,0
97,400,1.232002,1.18E-05,28,3438,8.14293601,452,6.115892125,1746,7.46565531,800,6.685860947,452,6.115892125,0,0,0,1,0,0,0,0,0,0,1,0,1
98,402,1.01275,1.46E-05,28,3373,8.123854263,450,6.11146734,1724,7.452982329,806,6.693323668,450,6.11146734,0,0,0,0,1,0,0,0,0,0,1,0,0
99,404,1.280959,5.00E-05,42,3310,8.105005538,460,6.133398043,1697,7.437206367,824,6.715383386,460,6.133398043,0,0,0,0,1,0,0,0,0,0,1,0,0
100,406,2.064934,4.37E-05,24,3250,8.08671792,492,6.200509174,1627,7.395107547,854,6.751101469,492,6.200509174,0,0,0,0,1,0,0,0,0,0,1,0,0
101,407,1.090747,0.000132137,13,3189,8.067776196,538,6.289715571,1562,7.35436233,894,6.796823718,538,6.289715571,0,0,0,1,0,0,0,0,0,0,1,0,0
102,411,2.876658,0.000415802,10,3124,8.047189562,570,6.34738921,1500,7.313886832,943,6.850126166,570,6.34738921,0,0,1,0,0,0,0,0,0,0,1,0,0
103,410,2.437808,0.000351058,10,3061,8.026823576,600,6.398594935,1442,7.274479559,1000,6.908754779,600,6.398594935,0,0,0,1,0,0,0,1,0,0,0,0,0
104,412,2.94688,4.10E-05,10,3000,8.006700845,583,6.369900983,1389,7.237059026,1063,6.96979067,583,6.369900983,0,0,1,0,0,0,0,0,0,0,1,0,0
105,414,3.864247,0.000207583,10,2941,7.986844901,538,6.289715571,1341,7.201916318,1131,7.031741259,538,6.289715571,0,0,1,0,0,0,0,0,0,0,1,0,0
106,415,4.044691,0.000123342,13,2884,7.967280179,492,6.200509174,1297,7.168579897,1204,7.094234846,492,6.200509174,0,0,0,1,0,0,0,1,0,0,0,0,1
107,413,4.520227,0.000100242,18,2830,7.948385285,460,6.133398043,1253,7.134093721,1280,7.155396302,460,6.133398043,0,0,0,1,0,0,0,1,0,0,0,1,0
108,410,4.735581,0.000232273,16,2778,7.92984643,450,6.11146734,1217,7.104965448,1360,7.215975003,450,6.11146734,0,0,0,1,0,0,0,0,0,0,1,0,0
109,412,5.885129,0.000432015,16,2729,7.912056888,450,6.11146734,1185,7.07834158,1442,7.274479559,450,6.11146734,0,0,0,1,0,0,0,1,0,0,0,0,0
110,407,6.127495,0.000170496,16,2683,7.895063498,447,6.104793232,1142,7.041411664,1526,7.331060305,447,6.104793232,0,0,0,1,0,0,0,1,0,0,0,0,0
111,403,4.803774,0.000126415,18,2640,7.878912912,412,6.023447593,1106,7.009408933,1612,7.385851078,412,6.023447593,0,0,0,1,0,0,0,1,0,0,0,0,0
112,406,6.996885,0.000199636,19,2646,7.881182202,450,6.11146734,1128,7.029087564,1724,7.452982329,450,6.11146734,0,0,0,1,0,0,0,0,0,0,1,0,0
113,404,6.495326,0.000151528,104,2610,7.867488569,427,6.059123196,1110,7.01301579,1811,7.502186487,427,6.059123196,0,1,0,0,0,0,0,1,0,0,0,0,0
114,405,5.854107,0.000140826,104,2577,7.854769183,403,6.001414878,1101,7.00488199,1900,7.550135342,403,6.001414878,0,1,0,0,0,0,0,0,0,0,1,0,0
115,403,6.657789,0.000185755,104,2546,7.842671475,400,5.993961427,1100,7.003974137,1990,7.596392304,400,5.993961427,0,1,0,0,0,0,0,1,0,0,0,0,0
116,402,6.517024,0.000198682,104,2514,7.830028083,400,5.993961427,1100,7.003974137,2081,7.641084249,400,5.993961427,0,1,0,0,0,0,0,1,0,0,0,1,0
117,396,6.318971,0.000110096,104,2482,7.817222786,400,5.993961427,1104,7.007600614,2173,7.684324068,400,5.993961427,0,1,0,0,0,0,0,1,0,0,0,0,0
118,392,4.474982,0.000114547,18,2452,7.805067044,335,5.81711116,1118,7.020190708,2265,7.725771442,335,5.81711116,0,0,0,1,0,0,0,1,0,0,0,0,1
119,389,3.533268,4.15E-05,18,2416,7.790282381,250,5.525452939,1140,7.03966035,2358,7.765993079,250,5.525452939,0,0,0,1,0,0,0,1,0,0,0,0,0
120,387,2.471163,3.89E-05,18,2376,7.773594467,150,5.017279837,1159,7.056175284,2452,7.805067044,150,5.017279837,0,0,0,1,0,0,0,1,0,0,0,0,0
121,386,3.349329,4.80E-05,70,2340,7.758333467,50,3.931825633,1176,7.070724107,2546,7.842671475,50,3.931825633,0,1,0,0,0,0,0,1,0,0,0,1,0
122,384,3.713504,7.09E-05,20,2308,7.744569809,50,3.931825633,1202,7.092573716,2640,7.878912912,50,3.931825633,0,0,0,1,0,0,0,1,0,0,0,0,0
123,384,4.433861,3.83E-05,62,2277,7.731053144,111,4.718498871,1234,7.118826249,2735,7.914252279,111,4.718498871,0,1,0,0,0,0,0,1,0,0,0,0,0
124,382,4.326968,1.18E-05,62,2246,7.717351272,206,5.332718793,1225,7.111512116,2830,7.948385285,206,5.332718793,0,1,0,0,0,0,0,1,0,0,0,0,0
125,381,4.820669,6.30E-05,52,2196,7.694848072,291,5.676753802,1202,7.092573716,2926,7.981733287,291,5.676753802,0,1,0,0,0,0,0,1,0,0,0,0,0
